Instrument,CIK Number,Tangible Book Value - Utility,Retained Earnings (Accumulated Deficit),Market Value for Company,Total Debt,Total Current Assets,"Net Income/Starting Line, Cumulative","Total Assets, Reported",NAICS Industry Group Name,Inventories (CF),Company Common Name,Cash and Short Term Investments,Accounts Payable (CF),Net Debt Incl. Pref.Stock & Min.Interest,Delisted Quote Flag,Earnings Before Interest & Taxes (EBIT) (Pvt),Tangible Book Value Per Share,Net Sales,Tangible Book Value - Reported,Total Equity,Pricing Volatility,Depreciation And Amortization,Tangible Book Value - Insurance,Instrument Is Active Flag,Total Liabilities,Tangible Book Value - Banks,Operating Income,Total Current Liabilities
1524935,1524935.0,36941000.0,-47736000.0,128900000.0,64699000.0,9054000.0,-6928000.0,122020000.0,Metal Ore Mining,-1592000.0,Red Eagle Mining Corp,4202000.0,,60985000.0,0.0,,0.15328,,36941000.0,36941000.0,,,36941000.0,0.0,85079000.0,36941000.0,-7929000.0,34728000.0
1524935,,72147000.0,-61430000.0,6670000.0,72360000.0,12202000.0,-15739000.0,165321000.0,,-919000.0,,1776000.0,,74163000.0,,,0.18456,,72147000.0,72147000.0,,,72147000.0,,93174000.0,72147000.0,-14227000.0,30863000.0
1414367,1376692.0,-63433880.0,-81854680.0,,326820.0,21327060.0,-18020340.0,44337440.0,Oil and Gas Extraction,30130.0,Luca Technologies Inc,17712890.0,320000.0,81082370.0,,,-3.23166,1058470.0,-63433880.0,35034560.0,,2229100.0,-63433880.0,,9302880.0,-63433880.0,-17760410.0,2715940.0
1414367,1414367.0,-63433880.0,-81854680.0,,326820.0,21327060.0,-18020340.0,44337440.0,,30130.0,,17712890.0,320000.0,81082370.0,,,-3.23166,1058470.0,-63433880.0,35034560.0,,2229100.0,-63433880.0,,9302880.0,-63433880.0,-17760410.0,2715940.0
1524025,1524025.0,189220000.0,51023000.0,427100000.0,835000.0,195215000.0,11410000.0,290506000.0,Clothing Stores,3589000.0,Tillys Inc,133917000.0,1623000.0,-133082000.0,0.0,,6.57859,568952000.0,189220000.0,189220000.0,,,189220000.0,1.0,101286000.0,189220000.0,19330000.0,65396000.0
1524025,,160425000.0,16398000.0,320150000.0,0.0,203054000.0,14700000.0,290111000.0,,-5448000.0,,135952000.0,3559000.0,-135952000.0,,,5.51005,576899000.0,160425000.0,160425000.0,,,160425000.0,,129686000.0,160425000.0,23986000.0,95631000.0
1439404,1439404.0,941899000.0,-1640356000.0,3482170000.0,0.0,965476000.0,-108173000.0,1905849000.0,Other Information Services,,Zynga Inc,852467000.0,-3613000.0,-852467000.0,0.0,,1.06207,741420000.0,941899000.0,1580664000.0,,,941899000.0,1.0,325185000.0,941899000.0,-114249000.0,243640000.0
1439404,1424047.0,846518000.0,-1691768000.0,3730080000.0,0.0,830950000.0,26639000.0,1979333000.0,,,,681376000.0,-3666000.0,-681376000.0,,,0.97227,861390000.0,846518000.0,1641240000.0,,,846518000.0,,338093000.0,846518000.0,25724000.0,282711000.0
1467917,1467917.0,193067040.0,98430.0,,6930.0,80336980.0,-358440.0,196827650.0,Cattle Ranching and Farming,-1791440.0,Union Agriculture Group Corp,68316620.0,861280.0,-68309690.0,,,3.77324,1635010.0,193067040.0,193472350.0,,,193067040.0,,3355290.0,193067040.0,-1647610.0,2762470.0
1467917,,193067040.0,98430.0,,6930.0,80336980.0,-358440.0,196827650.0,,-1791440.0,,68316620.0,861280.0,-68309690.0,,,3.77324,1635010.0,193067040.0,193472350.0,,,193067040.0,,3355290.0,193067040.0,-1647610.0,2762470.0
1508933,1508933.0,-127860.0,-138730.0,70000.0,0.0,530.0,-73680.0,530.0,Support Activities for Mining,,Georgetown Corp,530.0,,-530.0,0.0,,-0.00118,,-127860.0,-127860.0,,,-127860.0,1.0,128390.0,-127860.0,-67940.0,128390.0
1508933,,-127860.0,-138730.0,70000.0,0.0,530.0,-73680.0,530.0,,,,530.0,,-530.0,,,-0.00118,,-127860.0,-127860.0,,,-127860.0,,128390.0,-127860.0,-67940.0,128390.0
1517526,1517526.0,5000010.0,-397650.0,167180000.0,0.0,480950.0,-397650.0,80722740.0,Other Investment Pools and Funds,,Blue Wolf Mongolia Holdings Corp,392630.0,,-392630.0,1.0,,0.4969,,5000010.0,5000010.0,,,5000010.0,0.0,75722730.0,5000010.0,-401940.0,37200.0
1517526,,5000010.0,-397650.0,175610000.0,0.0,480950.0,-397650.0,80722740.0,,,,392630.0,,-392630.0,,,0.4969,,5000010.0,5000010.0,,,5000010.0,,75722730.0,5000010.0,-401940.0,37200.0
1498046,1498046.0,,,150000.0,,,,,Support Activities for Crop Production,,Stevia Nutra Corp,,,,0.0,,,,,,,,,1.0,,,,
1498046,,,,120000.0,,,,,,,,,,,,,,,,,,,,,,,,
1514743,1514743.0,83259000.0,39051000.0,77470000.0,2183000.0,,3919000.0,585474000.0,Depository Credit Intermediation,,IF Bancorp Inc,,,,0.0,,21.12953,,83259000.0,83969000.0,,,83259000.0,1.0,501505000.0,83259000.0,,
1514743,,80809000.0,38885000.0,72760000.0,2281000.0,,1738000.0,638923000.0,,,,,,,,,20.87327,,80809000.0,81675000.0,,,80809000.0,,557248000.0,80809000.0,,
1517006,1517006.0,1597000.0,-40257000.0,,31000000.0,6154000.0,-24538000.0,36076000.0,Metal Ore Mining,,Sunshine Silver Mining & Refining Corp,3830000.0,-30000.0,28236000.0,,,0.02776,,1597000.0,2663000.0,,,1597000.0,,33413000.0,1597000.0,-22677000.0,1669000.0
1517006,,1597000.0,-40257000.0,,31000000.0,6154000.0,-24538000.0,36076000.0,,,,3830000.0,-30000.0,28236000.0,,,0.02776,,1597000.0,2663000.0,,,1597000.0,,33413000.0,1597000.0,-22677000.0,1669000.0
1180079,1180079.0,-42541000.0,-648074000.0,879270000.0,0.0,378374000.0,-21629000.0,447128000.0,Computer Systems Design and Related Services,-3490000.0,Itron Networked Solutions Inc,118259000.0,-4483000.0,-118259000.0,1.0,,-0.8152,311008000.0,-42541000.0,-31536000.0,,659000.0,-42541000.0,0.0,478664000.0,-42541000.0,-19924000.0,363191000.0
1180079,,-42541000.0,-648074000.0,880350000.0,0.0,378374000.0,-21629000.0,447128000.0,,-3490000.0,,118259000.0,-4483000.0,-118259000.0,,,-0.8152,311008000.0,-42541000.0,-31536000.0,,659000.0,-42541000.0,,478664000.0,-42541000.0,-19924000.0,363191000.0
1483496,1483496.0,3613000.0,-74493000.0,160000.0,17589000.0,4188000.0,-43030000.0,33551000.0,Oil and Gas Extraction,,Red Mountain Resources Inc,943000.0,-3517000.0,19863000.0,1.0,,0.24319,12738000.0,3613000.0,3613000.0,,36538000.0,3613000.0,0.0,29938000.0,3613000.0,-40957000.0,18551000.0
1483496,,3613000.0,-74493000.0,40000.0,17589000.0,4188000.0,-43030000.0,33551000.0,,,,943000.0,-3517000.0,19863000.0,,,0.24319,12738000.0,3613000.0,3613000.0,,36538000.0,3613000.0,,29938000.0,3613000.0,-40957000.0,18551000.0
1470550,1470550.0,-621390.0,-116453220.0,870000.0,258140.0,101170.0,-839040.0,101170.0,Other Investment Pools and Funds,,International Leaders Capital Corp,92000.0,12300.0,166390.0,0.0,,-0.39474,0.0,-621390.0,-621140.0,,,-621390.0,1.0,722310.0,-621390.0,-782270.0,679130.0
1470550,,-676800.0,-117054580.0,137160000.0,123840.0,64920.0,-601360.0,77170.0,,,,8120.0,5140.0,115970.0,,,-0.29282,0.0,-676800.0,-676550.0,,,-676800.0,,753720.0,-676800.0,-331710.0,710540.0
1274792,1274792.0,-251120000.0,-954799000.0,136660000.0,216861000.0,57435000.0,-153518000.0,81483000.0,Scientific Research and Development Services,,Merrimack Pharmaceuticals Inc,21524000.0,,193798000.0,0.0,,-19.28725,,-251120000.0,-251120000.0,,,-251120000.0,1.0,332603000.0,-251120000.0,-147327000.0,88222000.0
1274792,,96284000.0,-482771000.0,51500000.0,0.0,95046000.0,470868000.0,117326000.0,,,,93441000.0,,-93441000.0,,,7.21607,,96284000.0,96284000.0,,,96284000.0,,21042000.0,96284000.0,-84918000.0,19777000.0
1523859,1523859.0,-986941000.0,-274458000.0,,744372000.0,341386000.0,1353000.0,1221418000.0,Basic Chemical Manufacturing,1481000.0,MacDermid Group Inc,113452000.0,-3498000.0,1110981000.0,,,-99.22555,728773000.0,-986941000.0,242194000.0,,28578000.0,-986941000.0,,979224000.0,-986941000.0,55948000.0,126906000.0
1523859,,-986941000.0,-274458000.0,,744372000.0,341386000.0,1353000.0,1221418000.0,,1481000.0,,113452000.0,-3498000.0,1110981000.0,,,-99.22555,728773000.0,-986941000.0,242194000.0,,28578000.0,-986941000.0,,979224000.0,-986941000.0,55948000.0,126906000.0
1275712,1275712.0,5456000.0,-112898000.0,920000.0,201586000.0,169163000.0,-84526000.0,266152000.0,Plastics Product Manufacturing,-9164000.0,GSE Holding Inc,14167000.0,-12132000.0,187419000.0,1.0,,0.26719,417652000.0,5456000.0,19896000.0,,1884000.0,5456000.0,0.0,246256000.0,5456000.0,-59051000.0,244084000.0
1275712,,5456000.0,-112898000.0,920000.0,201586000.0,169163000.0,-84526000.0,266152000.0,,-9164000.0,,14167000.0,-12132000.0,187419000.0,,,0.26719,417652000.0,5456000.0,19896000.0,,1884000.0,5456000.0,,246256000.0,5456000.0,-59051000.0,244084000.0
1526172,1526172.0,,,,,,,,Oilseed and Grain Farming,,Legumex Walker Inc,,,,,,,,,,,,,,,,,
1526243,1526243.0,37521320.0,-187647650.0,109950000.0,19343760.0,37485790.0,-46163050.0,109030690.0,Metal Ore Mining,,Midas Gold Corp,37180350.0,621540.0,-17836590.0,0.0,,0.20845,,37521320.0,37521320.0,,1033330.0,37521320.0,1.0,71509370.0,37521320.0,-12719090.0,3127770.0
1526243,,34380960.0,-194406180.0,225390000.0,22944870.0,19240560.0,-8292260.0,90641160.0,,,,18915420.0,1972150.0,4029450.0,,,0.18449,,34380960.0,34380960.0,,639730.0,34380960.0,,56260210.0,34380960.0,-25203100.0,3497450.0
1415336,1415336.0,133285000.0,-89032000.0,2279350000.0,0.0,165264000.0,694000.0,214345000.0,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",-12548000.0,ZELTIQ Aesthetics Inc,56418000.0,6334000.0,-56418000.0,1.0,,3.31844,354201000.0,133285000.0,137727000.0,,,133285000.0,0.0,76618000.0,133285000.0,13224000.0,72759000.0
1415336,1330826.0,133285000.0,-89032000.0,2279350000.0,0.0,165264000.0,694000.0,214345000.0,,-12548000.0,,56418000.0,6334000.0,-56418000.0,,,3.31844,354201000.0,133285000.0,137727000.0,,,133285000.0,,76618000.0,133285000.0,13224000.0,72759000.0
1483935,1483935.0,1901940.0,-4723000.0,190000.0,350010.0,2493850.0,-1015330.0,3339050.0,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",316900.0,Empowered Products Inc,329280.0,,20730.0,0.0,,0.03029,4467490.0,1901940.0,2445100.0,,,1901940.0,1.0,893950.0,1901940.0,-1013540.0,691650.0
1483935,,1901940.0,-4723000.0,190000.0,350010.0,2493850.0,-1015330.0,3339050.0,,316900.0,,329280.0,,20730.0,,,0.03029,4467490.0,1901940.0,2445100.0,,,1901940.0,,893950.0,1901940.0,-1013540.0,691650.0
1757497,1757497.0,31320.0,-2684220.0,3320000.0,0.0,13480.0,-1521250.0,73490.0,Metal Ore Mining,,Val d Or Mining Corp,11850.0,,-11850.0,0.0,,0.00243,,31320.0,31320.0,,,31320.0,1.0,42180.0,31320.0,-1521550.0,42180.0
1757497,,1308520.0,-2348690.0,3630000.0,0.0,1375310.0,-273500.0,1417540.0,,,,1355970.0,,-1355970.0,,,0.07092,,1308520.0,1308520.0,,,1308520.0,,109020.0,1308520.0,-273100.0,109020.0
1569329,1569329.0,-2239000.0,-151016000.0,81460000.0,23368000.0,27908000.0,-398000.0,66008000.0,Other Food Manufacturing,-3515000.0,Youngevity International Inc,869000.0,1159000.0,22499000.0,0.0,,-0.11403,162667000.0,-2239000.0,18998000.0,,,-2239000.0,1.0,47010000.0,-2239000.0,2515000.0,25310000.0
1569329,,-19780000.0,-163693000.0,146990000.0,35601000.0,31165000.0,-12677000.0,72389000.0,,-581000.0,,673000.0,3554000.0,34928000.0,,,-1.00288,165696000.0,-19780000.0,7451000.0,,,-19780000.0,,64938000.0,-19780000.0,-6190000.0,37719000.0
1527246,1527246.0,-1401000.0,-134074000.0,61800000.0,6449000.0,14404000.0,11119000.0,29716000.0,Pharmaceutical and Medicine Manufacturing,-191000.0,Acerus Pharmaceuticals Corporation,5199000.0,,1250000.0,0.0,,-0.00657,24486000.0,-1401000.0,12201000.0,,558000.0,-1401000.0,1.0,17515000.0,-1401000.0,12959000.0,8467000.0
1527246,,1128000.0,-135091000.0,27060000.0,4569000.0,8206000.0,-8623000.0,22254000.0,,641000.0,,3156000.0,,1413000.0,,,0.00529,6535000.0,1128000.0,13689000.0,,363000.0,1128000.0,,8565000.0,1128000.0,-6540000.0,4210000.0
931059,931059.0,-14886000.0,-60640860.0,180000.0,12909920.0,3220640.0,-22624650.0,6482390.0,Medical and Diagnostic Laboratories,0.0,Rennova Health Inc,70170.0,-1024140.0,12839850.0,0.0,,-40232.43243,3338430.0,-14886000.0,-14885900.0,,2415050.0,-14886000.0,1.0,21368290.0,-14886000.0,-22491900.0,19564770.0
931059,,-40630960.0,-169180430.0,10000.0,15542520.0,3385650.0,-50921020.0,6290790.0,,-236910.0,,0.0,1674970.0,21395310.0,,,-1028.6319,3088220.0,-40630960.0,-40613460.0,,1715320.0,-40630960.0,,46904260.0,-40630960.0,26626710.0,37316940.0
1080747,1080747.0,70134000.0,-143780000.0,607000000.0,0.0,38841000.0,-5065000.0,126129000.0,Computer Systems Design and Related Services,-3000.0,Greenway Health Inc,11227000.0,,-11227000.0,1.0,,2.35507,134844000.0,70134000.0,101635000.0,,,70134000.0,0.0,24494000.0,70134000.0,-6910000.0,24494000.0
1080747,,70134000.0,-143780000.0,607000000.0,0.0,38841000.0,-5065000.0,126129000.0,,-3000.0,,11227000.0,,-11227000.0,,,2.35507,134844000.0,70134000.0,101635000.0,,,70134000.0,,24494000.0,70134000.0,-6910000.0,24494000.0
1301031,1301031.0,204196000.0,-149175000.0,2850490000.0,0.0,266226000.0,-37001000.0,377398000.0,Computer Systems Design and Related Services,,Demandware Inc,197009000.0,-178000.0,-196552000.0,1.0,,5.63704,237279000.0,204196000.0,287466000.0,,,204196000.0,0.0,89932000.0,204196000.0,-42665000.0,71579000.0
1301031,,204196000.0,-149175000.0,2850490000.0,0.0,266226000.0,-37001000.0,377398000.0,,,,197009000.0,-178000.0,-196552000.0,,,5.63704,237279000.0,204196000.0,287466000.0,,,204196000.0,,89932000.0,204196000.0,-42665000.0,71579000.0
1511261,1511261.0,-1441070.0,-3119400.0,230000.0,153380.0,137590.0,227820.0,728130.0,"Management, Scientific, and Technical Consulting Services",,Nanolife Health Inc,87590.0,,65790.0,1.0,,-0.0012,1415260.0,-1441070.0,-853560.0,,,-1441070.0,0.0,1581690.0,-1441070.0,1229100.0,1580110.0
1511261,,-1441070.0,-3119400.0,230000.0,153380.0,137590.0,227820.0,728130.0,,,,87590.0,,65790.0,,,-0.0012,1415260.0,-1441070.0,-853560.0,,,-1441070.0,,1581690.0,-1441070.0,1229100.0,1580110.0
1360604,1360604.0,1640956000.0,-1068961000.0,6154950000.0,1768905000.0,,47345000.0,3747844000.0,Lessors of Real Estate,,Healthcare Trust Of America Inc,11231000.0,,1855470000.0,0.0,,11.57893,460928000.0,1640956000.0,1687274000.0,,176866000.0,1640956000.0,1.0,2060570000.0,1640956000.0,98895000.0,
1360604,,3172068000.0,-1232069000.0,5195310000.0,2781031000.0,,65577000.0,6449582000.0,,,,100356000.0,,2772078000.0,,,15.48165,613990000.0,3172068000.0,3278782000.0,,244986000.0,3172068000.0,,3170800000.0,3172068000.0,112455000.0,
1463258,1373806.0,561793000.0,214007000.0,458220000.0,311313000.0,462839000.0,44713000.0,1136603000.0,Basic Chemical Manufacturing,-58551000.0,Renewable Energy Group Inc,116210000.0,-133461000.0,197934000.0,0.0,,14.57181,2039232000.0,561793000.0,607343000.0,,,561793000.0,1.0,529260000.0,561793000.0,72542000.0,233545000.0
1463258,1463258.0,524375000.0,134928000.0,958600000.0,293776000.0,355702000.0,-79079000.0,1005596000.0,,12029000.0,,77627000.0,-20220000.0,216149000.0,,,13.50168,2154655000.0,524375000.0,567582000.0,,,524375000.0,,438014000.0,524375000.0,-56033000.0,204935000.0
1517546,1517546.0,,,,,,,,Basic Chemical Manufacturing,,Cathay Industrial Biotech Ltd,,,,,,,,,,,,,,,,,
1515671,1515671.0,662658850.0,-2591610.0,588670000.0,160000000.0,,15810940.0,933238390.0,Other Investment Pools and Funds,,Duff and Phelps Global Utility Income Fund Inc,10103770.0,29040.0,149896230.0,0.0,,17.47066,32330690.0,662658850.0,662658850.0,,,662658850.0,1.0,270579540.0,662658850.0,15436820.0,
1515671,,579457270.0,-41378240.0,449470000.0,259251290.0,,-30099850.0,840018970.0,,,,,42330.0,259251290.0,,,15.27709,25781510.0,579457270.0,579457270.0,,,579457270.0,,260561690.0,579457270.0,7092770.0,
1443669,1332561.0,348262000.0,176703000.0,2744520000.0,0.0,157784000.0,42707000.0,414241000.0,Computer Systems Design and Related Services,136000.0,Proto Labs Inc,108272000.0,-1116000.0,-108272000.0,0.0,,13.13955,298055000.0,348262000.0,379833000.0,,,348262000.0,1.0,34408000.0,348262000.0,61767000.0,23427000.0
1443669,1443669.0,313627000.0,224697000.0,3053260000.0,5000000.0,165004000.0,51778000.0,518738000.0,,-985000.0,,94131000.0,3176000.0,-89131000.0,,,11.69,344490000.0,313627000.0,461215000.0,,,313627000.0,,57523000.0,313627000.0,72226000.0,43755000.0
1352010,1352010.0,620863000.0,444320000.0,5692030000.0,25048000.0,646551000.0,99266000.0,925811000.0,Computer Systems Design and Related Services,,Epam Systems Inc,363751000.0,741000.0,-338703000.0,0.0,,12.15051,1160132000.0,620863000.0,781412000.0,,23387000.0,620863000.0,1.0,144399000.0,620863000.0,133696000.0,116219000.0
1352010,,810905000.0,518820000.0,6273840000.0,25033000.0,960033000.0,72760000.0,1250256000.0,,,,582585000.0,1221000.0,-557552000.0,,,15.3048,1450448000.0,810905000.0,974947000.0,,28562000.0,810905000.0,,275309000.0,810905000.0,172946000.0,180967000.0
1509589,1509589.0,19061000.0,-795978000.0,564310000.0,985365000.0,112428000.0,-198950000.0,1134478000.0,Oil and Gas Extraction,,Bonanza Creek Energy Inc,80565000.0,,904800000.0,0.0,,42.82986,195295000.0,19061000.0,19061000.0,,111215000.0,19061000.0,1.0,1115417000.0,19061000.0,-123110000.0,1070466000.0
1509589,,688334000.0,-5020000.0,424640000.0,0.0,53153000.0,-2360000.0,830371000.0,,,,12711000.0,,-12711000.0,,,33.65352,192124000.0,688334000.0,688334000.0,,49377000.0,688334000.0,,142037000.0,688334000.0,19217000.0,89219000.0
1513847,1513847.0,,,,,,,,"Advertising, Public Relations, and Related Services",,Loyalty Alliance Enterprise Corp,,,,,,,,,,,,,,,,,
1518154,1518154.0,-33335000.0,-24147000.0,,770000.0,52226000.0,-4622000.0,122068000.0,Computer Systems Design and Related Services,-89000.0,Trustwave Holdings Inc,14558000.0,-1303000.0,17646000.0,,,-0.86063,111503000.0,-33335000.0,57637000.0,,,-33335000.0,,64431000.0,-33335000.0,-4008000.0,51970000.0
1518154,,-33335000.0,-24147000.0,,770000.0,52226000.0,-4622000.0,122068000.0,,-89000.0,,14558000.0,-1303000.0,17646000.0,,,-0.86063,111503000.0,-33335000.0,57637000.0,,,-33335000.0,,64431000.0,-33335000.0,-4008000.0,51970000.0
1524313,1524313.0,,,,,,,,Offices of Real Estate Agents and Brokers,,Morgan Properties Trust,,,,,,,,,,,,,,,,,
1525287,1525287.0,31441000.0,,545780000.0,561259000.0,653709000.0,10166000.0,1012474000.0,Petroleum and Petroleum Products Merchant Wholesalers,-77235000.0,Sprague Resources LP,2682000.0,,558577000.0,0.0,,2.79678,2389998000.0,31441000.0,125437000.0,,21237000.0,31441000.0,1.0,887037000.0,31441000.0,39533000.0,451199000.0
1525287,,-55094000.0,,329420000.0,725350000.0,806487000.0,29497000.0,1362985000.0,,-12247000.0,,6815000.0,,718535000.0,,,-2.44288,2854996000.0,-55094000.0,131834000.0,,28125000.0,-55094000.0,,1231151000.0,-55094000.0,64217000.0,704223000.0
1510964,1510964.0,6548250.0,-30130790.0,55890000.0,2703110.0,4821110.0,-14141300.0,18592160.0,Pharmaceutical and Medicine Manufacturing,4871530.0,CV Sciences Inc,781860.0,,1921250.0,0.0,,0.11365,11060640.0,6548250.0,13208150.0,,1052570.0,6548250.0,1.0,5384010.0,6548250.0,-13453090.0,3148540.0
1510964,,9756960.0,-35027930.0,407660000.0,1576300.0,7935170.0,-4897140.0,22710210.0,,1042810.0,,2012970.0,,-436670.0,,,0.1078,20679240.0,9756960.0,16381460.0,,182800.0,9756960.0,,6328750.0,9756960.0,-4859990.0,3336490.0
1378718,1378718.0,204795000.0,297736000.0,736480000.0,868803000.0,1163146000.0,-237346000.0,1754107000.0,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",-129772000.0,Wesco Aircraft Holdings Inc,61625000.0,2201000.0,807178000.0,0.0,,2.05926,1429429000.0,204795000.0,649731000.0,,,204795000.0,1.0,1104376000.0,204795000.0,-208795000.0,300844000.0
1378718,,262387000.0,330819000.0,787050000.0,850311000.0,1231517000.0,32654000.0,1789476000.0,,-73106000.0,,46222000.0,-3430000.0,804089000.0,,,2.63552,1570450000.0,262387000.0,692469000.0,,,262387000.0,,1097007000.0,262387000.0,109468000.0,301761000.0
1105533,1105533.0,6169700.0,-331986820.0,13180000.0,48026870.0,55501790.0,-53028110.0,97204390.0,Scientific Research and Development Services,,Argos Therapeutics Inc,52973380.0,1193590.0,-4946510.0,0.0,,2.99041,945470.0,6169700.0,6169700.0,,,6169700.0,0.0,91034700.0,6169700.0,-52306180.0,30609840.0
1105533,,-9234080.0,-372564330.0,320000.0,19456190.0,17184420.0,-40577510.0,20777760.0,,,,15188840.0,-2222660.0,4267350.0,,,-1.56334,1899400.0,-9234080.0,-9234080.0,,,-9234080.0,,30011840.0,-9234080.0,-60102080.0,9557170.0
1522327,1522327.0,130024000.0,76139000.0,200490000.0,17158000.0,,6376000.0,1292877000.0,Depository Credit Intermediation,,Entegra Financial Corp,,,,0.0,,20.10406,,130024000.0,133068000.0,,,130024000.0,1.0,1159809000.0,130024000.0,,
1522327,,123141000.0,78718000.0,143540000.0,23056000.0,,2579000.0,1581449000.0,,,,,,,,,17.90051,,123141000.0,151313000.0,,,123141000.0,,1430136000.0,123141000.0,,
1311241,1311241.0,40995000.0,-168335000.0,67900000.0,62000.0,32254000.0,-15437000.0,53168000.0,Semiconductor and Other Electronic Component Manufacturing,333000.0,Intermolecular Inc,25794000.0,-493000.0,-25732000.0,0.0,,0.82796,47298000.0,40995000.0,44996000.0,,,40995000.0,0.0,8172000.0,40995000.0,-15868000.0,4956000.0
1311241,,33453000.0,-178738000.0,50250000.0,0.0,30738000.0,-10403000.0,44309000.0,,557000.0,,24150000.0,592000.0,-24150000.0,,,0.67487,37203000.0,33453000.0,36073000.0,,,33453000.0,,8236000.0,33453000.0,-11005000.0,5269000.0
1527457,1527457.0,-37876520.0,-148646490.0,1680000.0,27491260.0,4038150.0,-9490700.0,22705910.0,Elementary and Secondary Schools,45980.0,Cricket Media Group Ltd,293840.0,,27197420.0,1.0,,-3.22356,13278340.0,-37876520.0,-19957010.0,,804400.0,-37876520.0,0.0,42662920.0,-37876520.0,-11050260.0,40756080.0
1527457,,-37876520.0,-148646490.0,1680000.0,27491260.0,4038150.0,-9490700.0,22705910.0,,45980.0,,293840.0,,27197420.0,,,-3.22356,13278340.0,-37876520.0,-19957010.0,,804400.0,-37876520.0,,42662920.0,-37876520.0,-11050260.0,40756080.0
1518806,1518806.0,13492000.0,36513000.0,,18589000.0,61331000.0,,85892000.0,Computer Systems Design and Related Services,,Tim We SGPS SA,11873000.0,,9132000.0,,,0.23464,281275000.0,13492000.0,31437000.0,,5419000.0,13492000.0,,54455000.0,13492000.0,19197000.0,46202000.0
1518806,,13492000.0,36513000.0,,18589000.0,61331000.0,,85892000.0,,,,11873000.0,,9132000.0,,,0.23464,281275000.0,13492000.0,31437000.0,,5419000.0,13492000.0,,54455000.0,13492000.0,19197000.0,46202000.0
1490321,1490321.0,69882000.0,29939000.0,,25834000.0,,2730000.0,845271000.0,Depository Credit Intermediation,,South Valley Bancorp Inc,,,,,,10.42023,,69882000.0,72336000.0,,,69882000.0,,772935000.0,69882000.0,,
1490321,,69882000.0,29939000.0,,25834000.0,,2730000.0,845271000.0,,,,,,,,,10.42023,,69882000.0,72336000.0,,,69882000.0,,772935000.0,69882000.0,,
